id,name,tradition,type,rank,source,page
occult-lords-and-ladies,Lords And Ladies,Fey,Utility,7,occult,54
occult-major-earthquake,Major Earthquake,Earth,Attack,7,occult,49
occult-mental-armor,Mental Armor,Telekinesis,Utility,7,occult,115
occult-premonition,Premonition,Divination,Utility,7,occult,47
occult-promethean,Promethean,Alchemy,Utility,7,occult,18
occult-purge-chaos,Purge Chaos,Order,Utility,7,occult,85
occult-purge-the-unclean,Purge The Unclean,Theurgy,Attack,7,occult,121
occult-rune-of-madness,Rune Of Madness,Rune,Attack,7,occult,94
occult-scintillating-barrier,Scintillating Barrier,Chaos,Utility,7,occult,31
occult-shadow-gate,Shadow Gate,Shadow,Utility,7,occult,96
occult-shed-the-mortal-coil,Shed The Mortal Coil,Necromancy,Utility,7,occult,82
occult-skyfall,Skyfall,Air,Attack,7,occult,15
occult-stampede,Stampede,Primal,Attack,7,occult,88
occult-steel-titans,Steel Titans,Technomancy,Utility,7,occult,112
occult-swarm-of-fireballs,Swarm Of Fireballs,Fire,Attack,7,occult,57
occult-temporal-bubble,Temporal Bubble,Time,Utility,7,occult,125
occult-voice-of-thunder,Voice Of Thunder,Song,Attack,7,occult,99
occult-whirlwind-of-death,Whirlwind Of Death,Battle,Attack,7,occult,25
occult-wyvern-form,Wyvern Form,Transformation,Utility,7,occult,128
occult-annihilate,Annihilate,Destruction,Attack,8,occult,45
occult-astral-projection,Astral Projection,Soul,Utility,8,occult,102
occult-basilisk-form,Basilisk Form,Transformation,Utility,8,occult,128
occult-battle-fervor,Battle Fervor,Battle,Utility,8,occult,25
occult-become-the-conflagration,Become The Conflagration,Fire,Utility,8,occult,57
occult-become-the-mountain,Become The Mountain,Earth,Utility,8,occult,49
occult-become-the-wind,Become The Wind,Air,Utility,8,occult,15
occult-bestow-power,Bestow Power,Alteration,Utility,8,occult,21
occult-blaze-in-the-northern-sky,Blaze In The Northern Sky,Celestial,Attack,8,occult,27
occult-calling,Calling,Teleportation,Attack,8,occult,119
occult-curse-of-eight-torments,Curse Of Eight Torments,Curse,Attack,8,occult,37
occult-dimensional-banishment,Dimensional Banishment,Madness,Attack,8,occult,73
occult-end-all-magic,End All Magic,Arcana,Utility,8,occult,23
occult-erase-from-existence,Erase From Existence,Time,Attack,8,occult,126
occult-gift-of-immortality,Gift Of Immortality,Fey,Utility,8,occult,54
occult-heart-of-winter,Heart Of Winter,Storm,Attack,8,occult,109
occult-heavenly-choir,Heavenly Choir,Song,Utility,8,occult,99
occult-heavenly-host,Heavenly Host,Theurgy,Attack,8,occult,122
occult-horde-of-monsters,Horde Of Monsters,Chaos,Utility,8,occult,31
occult-illusory-landscape,Illusory Landscape,Illusion,Utility,8,occult,62
occult-impervious,Impervious,Metal,Utility,8,occult,75
occult-imprisoned-by-flawless-logic,Imprisoned By Flawless Logic,Order,Attack,8,occult,85
occult-inhume,Inhume,Death,Attack,8,occult,40
occult-into-the-void,Into The Void,Demonology,Attack,8,occult,43
occult-mighty-fortress,Mighty Fortress,Conjuration,Utility,8,occult,34
occult-mind-control,Mind Control,Telepathy,Attack,8,occult,117
occult-mobile-fortress,Mobile Fortress,Technomancy,Utility,8,occult,112
occult-pollution,Pollution,Forbidden,Attack,8,occult,60
occult-primal-regent,Primal Regent,Primal,Utility,8,occult,88
occult-raise-the-dead,Raise The Dead,Life,Utility,8,occult,70
occult-rouse-the-woods,Rouse The Woods,Nature,Utility,8,occult,79
occult-runic-inscription,Runic Inscription,Rune,Utility,8,occult,94
occult-scrying,Scrying,Divination,Utility,8,occult,47
occult-self-destruct,Self-Destruct,Enchantment,Attack,8,occult,51
occult-shade,Shade,Shadow,Utility,8,occult,97
occult-stop,Stop,Telekinesis,Attack,8,occult,115
occult-the-great-dragon,The Great Dragon,Invocation,Attack,8,occult,68
occult-transmutation,Transmutation,Alchemy,Utility,8,occult,19
occult-underworld,Underworld,Spiritualism,Attack,8,occult,106
occult-unleash-bone-machine,Unleash Bone Machine,Necromancy,Utility,8,occult,82
